"_time","bits_transferred"
1118188500.0,5391187185
1118188800.0,5349731374
1118189100.0,5306831763
1118189400.0,4924258813
1118189700.0,4870140499
1118190000.0,5051888264
1118190300.0,4936297774
1118190600.0,4670716971
1118190900.0,4336637893
1118191200.0,4315527574
1118191500.0,4234212594
1118191800.0,4403446516
1118192100.0,4295636203
1118192400.0,4158312131
1118192700.0,3994767281
1118193000.0,3981376101
1118193300.0,4103194285
1118193600.0,4191264851
1118193900.0,4107663994
1118194200.0,3950115059
1118194500.0,3884135336
1118194800.0,4106267810
1118195100.0,3873014865
1118195400.0,3987571377
1118195700.0,3772918776
1118196000.0,3967867664
1118196300.0,3768411435
1118196600.0,3524927741
1118196900.0,3533644824
1118197200.0,3611084551
1118197500.0,3718716907
1118197800.0,3622619626
1118198100.0,3649115438
1118198400.0,3824052475
1118198700.0,3802783518
1118199000.0,3724816224
1118199300.0,3658838363
1118199600.0,3634119585
1118199900.0,3625261928
1118200200.0,3670661268
1118200500.0,3569002593
1118200800.0,3704103060
1118201100.0,3600959582
1118201400.0,3540508801
1118201700.0,3530136362
1118202000.0,3586244712
1118202300.0,3580008115
1118202600.0,3518283866
1118202900.0,3490909198
1118203200.0,3273634716
1118203500.0,3220012819
1118203800.0,3268927551
1118204100.0,3165384774
1118204400.0,3201339313
1118204700.0,3168450654
1118205000.0,3036703512
1118205300.0,2999785689
1118205600.0,2931969530
1118205900.0,3063506195
1118206200.0,2874825851
1118206500.0,2756967891
1118206800.0,2746056942
1118207100.0,2710922432
1118207400.0,2687775945
1118207700.0,2750878241
1118208000.0,2654607198
1118208300.0,2649790823
1118208600.0,2561522102
1118208900.0,2622232533
1118209200.0,2569332246
1118209500.0,2900771417
1118209800.0,2362620888
1118210100.0,2338511945
1118210400.0,2346308954
1118210700.0,2485275798
1118211000.0,2383711038
1118211300.0,2352537359
1118211600.0,2438498778
1118211900.0,2387348189
1118212200.0,2136407019
1118212500.0,2105109648
1118212800.0,2108515945
1118213100.0,2361817024
1118213400.0,2145379850
1118213700.0,2216433223
1118214000.0,2205983887
1118214300.0,2125875017
1118214600.0,2386775906
1118214900.0,2242831948
1118215200.0,2154930604
1118215500.0,2106550611
1118215800.0,2048932841
1118216100.0,2072852739
1118216400.0,2146743453
1118216700.0,1898012332
1118217000.0,1805834137
1118217300.0,1846509090
1118217600.0,1819926546
1118217900.0,1734400487
1118218200.0,1785433036
1118218500.0,1733610241
1118218800.0,1694384060
1118219100.0,1701288588
1118219400.0,1722159905
1118219700.0,1706410228
1118220000.0,2015585016
1118220300.0,1795574327
1118220600.0,1780259206
1118220900.0,1671931744
1118221200.0,1679005182
1118221500.0,1668891063
1118221800.0,1728025343
1118222100.0,1723179180
1118222400.0,1637898222
1118222700.0,1595363849
1118223000.0,1617476695
1118223300.0,1629195853
1118223600.0,1845312155
1118223900.0,1649332044
1118224200.0,1547267504
1118224500.0,1499411740
1118224800.0,1459317981
1118225100.0,1447949146
1118225400.0,1599031982
1118225700.0,1555389960
1118226000.0,1726665812
1118226300.0,1560596693
1118226600.0,1487551813
1118226900.0,1506835860
1118227200.0,1814598605
1118227500.0,1675097503
1118227800.0,1649725627
1118228100.0,1605411867
1118228400.0,1631462039
1118228700.0,1794111915
1118229000.0,2064644330
1118229300.0,1805560623
1118229600.0,1639043272
1118229900.0,1675169871
1118230200.0,1786003377
1118230500.0,2313753829
1118230800.0,2733271598
1118231100.0,1999096513
1118231400.0,1911255872
1118231700.0,1850724767
1118232000.0,1844343109
1118232300.0,1891900880
1118232600.0,2071743151
1118232900.0,1917291872
1118233200.0,1920241635
1118233500.0,2028928664
1118233800.0,2192637441
1118234100.0,2553091807
1118234400.0,2554968485
1118234700.0,2391627246
1118235000.0,2455430601
1118235300.0,2468010209
1118235600.0,2650808208
1118235900.0,2781247406
1118236200.0,2848338243
1118236500.0,2931929285
1118236800.0,2971844719
1118237100.0,3189909175
1118237400.0,3452214549
1118237700.0,4205761408
1118238000.0,4264799773
1118238300.0,4151264837
1118238600.0,4393686561
1118238900.0,4538893522
1118239200.0,5190675656
1118239500.0,5126512975
1118239800.0,5256135289
1118240100.0,5824779869
1118240400.0,5994016503
1118240700.0,5965360317
1118241000.0,5983511218
1118241300.0,6134091420
1118241600.0,6362714553
1118241900.0,6150369804
1118242200.0,6082786407
1118242500.0,5991742496
1118242800.0,6275467515
1118243100.0,6171775001
1118243400.0,6526366537
1118243700.0,6607149977
1118244000.0,6613251438
1118244300.0,6569377983
1118244600.0,6742079953
1118244900.0,6753617676
1118245200.0,6857491362
1118245500.0,7074260798
1118245800.0,7111874181
1118246100.0,7243067552
1118246400.0,7318159907
1118246700.0,7208833387
1118247000.0,7495291518
1118247300.0,7547757614
1118247600.0,7970479854
1118247900.0,7787826609
1118248200.0,7685712107
1118248500.0,7690375153
1118248800.0,8188490789
1118249100.0,7934295948
1118249400.0,7870868471
1118249700.0,8146204160
1118250000.0,8180532426
1118250300.0,8372604274
1118250600.0,8466407495
1118250900.0,8437633882
1118251200.0,8367609771
1118251500.0,8203291962
1118251800.0,8024370575
1118252100.0,7777108659
1118252400.0,7754400462
1118252700.0,7609499824
1118253000.0,7832003980
1118253300.0,7855501869
1118253600.0,7845745786
1118253900.0,7670633728
1118254200.0,7556111152
1118254500.0,7418082652
1118254800.0,7529169350
1118255100.0,7896096694
1118255400.0,7493063224
1118255700.0,7449015187
1118256000.0,7383112398
1118256300.0,7639506802
1118256600.0,7449686171
1118256900.0,7602704562
1118257200.0,7790183518
1118257500.0,7684660405
1118257800.0,7600043660
1118258100.0,7575510870
1118258400.0,7500447045
1118258700.0,7623791363
1118259000.0,7587174475
1118259300.0,7207576949
1118259600.0,7691529617
1118259900.0,7572858911
1118260200.0,7817424702
1118260500.0,7639932858
1118260800.0,7404997195
1118261100.0,7579326777
1118261400.0,7636943486
1118261700.0,7683013173
1118262000.0,7662021559
1118262300.0,7877819255
1118262600.0,7572278263
1118262900.0,7747598426
1118263200.0,7788986639
1118263500.0,7690840293
1118263800.0,7549023428
1118264100.0,7520812984
1118264400.0,7749529516
1118264700.0,7671190377
1118265000.0,8125526554
1118265300.0,8285170772
1118265600.0,7666445199
1118265900.0,7484127610
1118266200.0,7300435170
1118266500.0,7357803235
1118266800.0,7357498560
1118267100.0,7203877884
1118267400.0,7629384537
1118267700.0,7128477846
1118268000.0,7200871550
1118268300.0,7176632112
1118268600.0,7069828630
1118268900.0,6939455449
1118269200.0,6722450182
1118269500.0,6559682171
1118269800.0,6394253104
1118270100.0,6390636537
1118270400.0,6324194334
1118270700.0,6209441159
1118271000.0,6165689489
1118271300.0,6232807345
1118271600.0,6228571345
1118271900.0,5908982224
1118272200.0,5604577808
1118272500.0,5527512983
1118272800.0,5370258769
1118273100.0,5360599676
1118273400.0,4964354033
1118273700.0,4942059195
1118274000.0,4703084989
1118274300.0,4681041519
1118274600.0,4754158520
1118274900.0,4444403403
1118275200.0,4718370181
1118275500.0,5591422795
1118275800.0,4922184189
1118276100.0,4917079925
1118276400.0,4787678838
1118276700.0,4743487069
1118277000.0,4705083312
1118277300.0,4636802817
1118277600.0,4536986293
1118277900.0,4214285916
1118278200.0,4225415420
1118278500.0,4244448010
1118278800.0,4247183335
1118279100.0,4183373806
1118279400.0,4225952893
1118279700.0,4136457874
1118280000.0,4025435880
1118280300.0,4174980000
1118280600.0,4157140866
1118280900.0,4147069090
1118281200.0,4192792799
1118281500.0,4171368781
1118281800.0,4373040021
1118282100.0,4005724049
1118282400.0,4086620948
1118282700.0,3991067510
1118283000.0,3861483709
1118283300.0,3866816123
1118283600.0,3955457030
1118283900.0,4057432509
1118284200.0,4053167494
1118284500.0,3971833521
1118284800.0,3925243304
1118285100.0,3727992069
1118285400.0,3734428520
1118285700.0,3643339896
1118286000.0,3638246092
1118286300.0,3575434403
1118286600.0,3537605460
1118286900.0,3537359280
1118287200.0,3433757600
1118287500.0,3365056676
1118287800.0,3373005665
1118288100.0,3495622440
1118288400.0,3248974030
1118288700.0,3386610556
1118289000.0,3363591768
1118289300.0,3180512505
1118289600.0,3389436344
1118289900.0,3111481798
1118290200.0,2959890949
1118290500.0,2813817089
1118290800.0,2800939104
1118291100.0,2758415402
1118291400.0,2915608301
1118291700.0,2645295932
1118292000.0,2490175957
1118292300.0,2467613696
1118292600.0,2538000213
1118292900.0,2611889662
1118293200.0,2927761178
1118293500.0,2542556943
1118293800.0,2420688595
1118294100.0,2360250385
1118294400.0,2298892642
1118294700.0,2245640429
1118295000.0,2304685634
1118295300.0,2234252324
1118295600.0,2171028659
1118295900.0,2184796539
1118296200.0,2144066676
1118296500.0,2278448980
1118296800.0,2377244340
1118297100.0,2146292416
1118297400.0,2131630175
1118297700.0,2066553106
1118298000.0,2266775853
1118298300.0,2364478901
1118298600.0,2299417518
1118298900.0,2121105382
1118299200.0,1744896078
1118299500.0,1758885629
1118299800.0,1743515468
1118300100.0,1917418102
1118300400.0,1890448217
1118300700.0,1852903460
1118301000.0,1858948247
1118301300.0,1822512261
1118301600.0,1818155264
1118301900.0,1906051079
1118302200.0,1933967169
1118302500.0,1793654074
1118302800.0,1686083864
1118303100.0,1712380806
1118303400.0,1749792821
1118303700.0,1868820670
1118304000.0,1699904914
1118304300.0,1721010483
1118304600.0,1717039917
1118304900.0,1742508931
1118305200.0,1663583725
1118305500.0,1776916253
1118305800.0,1723292151
1118306100.0,1660695089
1118306400.0,1596729108
1118306700.0,1622199038
1118307000.0,1656534450
1118307300.0,1764029559
1118307600.0,1673219248
1118307900.0,1634364630
1118308200.0,1676337091
1118308500.0,1568064114
1118308800.0,1598472851
1118309100.0,1749662673
1118309400.0,1651504479
1118309700.0,1600304377
1118310000.0,1600993806
1118310300.0,1598880695
1118310600.0,1587895043
1118310900.0,1818223800
1118311200.0,1650463219
1118311500.0,1617521611
1118311800.0,1700692639
1118312100.0,1631253009
1118312400.0,1664407701
1118312700.0,1751947662
1118313000.0,1554958310
1118313300.0,1491359710
1118313600.0,1514417490
1118313900.0,1563769407
1118314200.0,1583983976
1118314500.0,1863897883
1118314800.0,1545357020
1118315100.0,1560212860
1118315400.0,1546619707
1118315700.0,1588784465
1118316000.0,1699029301
1118316300.0,1720281611
1118316600.0,1863255414
1118316900.0,1750905936
1118317200.0,1828337839
1118317500.0,1843654270
1118317800.0,2105475588
1118318100.0,2298814437
1118318400.0,2297052248
1118318700.0,2437482401
1118319000.0,2432133664
1118319300.0,2526642799
1118319600.0,2682154847
1118319900.0,2793653719
1118320200.0,2882858302
1118320500.0,2912165435
1118320800.0,3082359242
1118321100.0,3286118692
1118321400.0,3654751136
1118321700.0,3978073153
1118322000.0,4087884056
1118322300.0,4066668149
1118322600.0,4126857073
1118322900.0,4295606794
1118323200.0,4553782306
1118323500.0,4668600234
1118323800.0,4973181105
1118324100.0,5042776380
1118324400.0,5133563502
1118324700.0,5467915938
1118325000.0,5939877993
1118325300.0,6040643374
1118325600.0,6290777264
1118325900.0,6662998468
1118326200.0,6690785097
1118326500.0,6484899992
1118326800.0,6359260404
1118327100.0,6800682733
1118327400.0,6668964347
1118327700.0,6295949739
1118328000.0,6396470869
1118328300.0,6613455435
1118328600.0,6923345832
1118328900.0,7010634562
1118329200.0,7289890016
1118329500.0,7292598839
1118329800.0,7049853827
1118330100.0,6942064453
1118330400.0,7114536725
1118330700.0,7168661770
1118331000.0,7475271812
1118331300.0,7809258402
1118331600.0,8077040173
1118331900.0,7559866526
1118332200.0,8204726796
1118332500.0,7742964739
1118332800.0,7655016212
1118333100.0,7721560199
1118333400.0,7569752171
1118333700.0,7486061420
1118334000.0,7731718983
1118334300.0,7797893310
1118334600.0,8092031093
1118334900.0,7542853380
1118335200.0,7775382152
1118335500.0,7985865290
1118335800.0,7722894743
1118336100.0,7620929519
1118336400.0,7501360862
1118336700.0,7531371006
1118337000.0,7559096005
1118337300.0,7550974521
1118337600.0,7580135100
1118337900.0,7497737248
1118338200.0,7646384391
1118338500.0,7468617607
1118338800.0,7456203469
1118339100.0,7211641199
1118339400.0,7445776939
1118339700.0,7492246402
1118340000.0,7635368681
1118340300.0,7668134758
1118340600.0,7377808295
1118340900.0,7683355485
1118341200.0,7647400803
1118341500.0,7810639888
1118341800.0,8084807178
1118342100.0,7667984719
1118342400.0,7735982597
1118342700.0,7953187449
1118343000.0,7952268730
1118343300.0,8008333668
1118343600.0,7800862393
1118343900.0,7544434295
1118344200.0,7624791238
1118344500.0,8031205787
1118344800.0,7791920641
1118345100.0,7864202093
1118345400.0,8068153168
1118345700.0,7941672624
1118346000.0,7967325546
1118346300.0,7867328461
1118346600.0,7749248801
1118346900.0,7589374258
1118347200.0,7537728461
1118347500.0,7591861190
1118347800.0,7501747021
1118348100.0,7566653228
1118348400.0,8203073497
1118348700.0,8246435919
1118349000.0,7699808033
1118349300.0,7757099184
1118349600.0,7432858208
1118349900.0,7587964602
1118350200.0,7272188505
1118350500.0,7368035894
1118350800.0,7455111824
1118351100.0,7586867484
1118351400.0,7322819098
1118351700.0,7318029134
1118352000.0,7496737232
1118352300.0,7119415647
1118352600.0,6720709835
1118352900.0,6773261059
1118353200.0,6865925170
1118353500.0,6693310318
1118353800.0,6757318460
1118354100.0,6887336019
1118354400.0,6737556230
1118354700.0,6388483998
1118355000.0,6437598660
1118355300.0,6006086789
1118355600.0,5909718283
1118355900.0,6037169130
1118356200.0,5949643442
1118356500.0,5800742834
1118356800.0,5744799048
1118357100.0,5381926855
1118357400.0,5272957332
1118357700.0,5112487816
1118358000.0,4963472742
1118358300.0,4916077788
1118358600.0,4752640394
1118358900.0,4679822700
1118359200.0,4690364546
1118359500.0,4504472736
1118359800.0,4463297564
1118360100.0,4243095675
1118360400.0,4188612905
1118360700.0,4029939999
1118361000.0,4054977374
1118361300.0,4039312896
1118361600.0,4034823633
1118361900.0,4008471778
1118362200.0,4032822880
1118362500.0,3938855788
1118362800.0,3776919871
1118363100.0,3763946693
1118363400.0,3765778589
1118363700.0,3873340327
1118364000.0,4058003893
1118364300.0,3942012272
1118364600.0,3849625167
1118364900.0,3740328887
1118365200.0,3647479050
1118365500.0,3728142949
1118365800.0,3852710331
1118366100.0,3817851434
1118366400.0,3786495491
1118366700.0,3685195583
1118367000.0,3676161836
1118367300.0,3630622059
1118367600.0,3756282418
1118367900.0,3717205580
1118368200.0,3718276249
1118368500.0,3799442848
1118368800.0,3750967910
1118369100.0,3752327018
1118369400.0,3950267674
1118369700.0,3821287492
1118370000.0,3671631458
1118370300.0,3706024300
1118370600.0,3636733565
1118370900.0,3545718014
1118371200.0,3470918602
1118371500.0,3324209315
1118371800.0,3291026551
1118372100.0,3506129655
1118372400.0,3291109055
1118372700.0,3159208417
1118373000.0,3183847876
1118373300.0,3167892998
1118373600.0,3035478579
1118373900.0,2942173330
1118374200.0,2932042200
1118374500.0,3037909498
1118374800.0,2945016732
1118375100.0,2784011418
1118375400.0,2777695763
1118375700.0,2739425706
1118376000.0,2694480889
1118376300.0,2684085702
1118376600.0,2648325426
1118376900.0,2515918346
1118377200.0,2450486568
1118377500.0,2420085884
1118377800.0,2314834887
1118378100.0,2369855446
1118378400.0,2417483269
1118378700.0,2292948294
1118379000.0,2360489831
1118379300.0,2348839068
1118379600.0,2221341385
1118379900.0,2396865550
1118380200.0,2277901064
1118380500.0,2211760997
1118380800.0,2210036224
1118381100.0,2135376854
1118381400.0,2049753417
1118381700.0,2134895089
1118382000.0,2089640771
1118382300.0,2039465065
1118382600.0,2064332465
1118382900.0,2141546361
1118383200.0,2024180305
1118383500.0,2258184548
1118383800.0,2066019711
1118384100.0,1984647199
1118384400.0,1875430657
1118384700.0,1888966277
1118385000.0,1698981794
1118385300.0,1728249800
1118385600.0,1719818201
1118385900.0,1662123497
1118386200.0,1596112907
1118386500.0,1573939489
1118386800.0,1585779260
1118387100.0,1667158252
1118387400.0,1600545386
1118387700.0,1633389278
1118388000.0,1519015268
1118388300.0,1516544255
1118388600.0,1538308852
1118388900.0,1564089352
1118389200.0,1511338890
1118389500.0,1500214496
1118389800.0,1524172265
1118390100.0,1451856657
1118390400.0,1509432085
1118390700.0,1568998166
1118391000.0,1473464285
1118391300.0,1408884993
1118391600.0,1413759621
1118391900.0,1465706483
1118392200.0,1534503667
1118392500.0,1474414422
1118392800.0,1444492904
1118393100.0,1460098374
1118393400.0,1437797339
1118393700.0,1387377136
1118394000.0,1565341611
1118394300.0,1559867379
1118394600.0,1457573981
1118394900.0,1439068144
1118395200.0,1444173686
1118395500.0,1340526034
1118395800.0,1415753616
1118396100.0,1440993126
1118396400.0,1500866433
1118396700.0,1462627758
1118397000.0,1644107495
1118397300.0,1619710110
1118397600.0,1736152039
1118397900.0,1538425170
1118398200.0,1395771340
1118398500.0,1423090023
1118398800.0,1547389853
1118399100.0,1757204268
1118399400.0,2374902715
1118399700.0,1701330427
1118400000.0,1579570033
1118400300.0,1742051244
1118400600.0,1524802256
1118400900.0,1594253462
1118401200.0,1749961268
1118401500.0,1729493531
1118401800.0,1717110768
1118402100.0,1838180235
1118402400.0,1882169226
1118402700.0,1960127188
1118403000.0,2097228089
1118403300.0,2132709445
1118403600.0,2254135403
1118403900.0,2332560122
1118404200.0,2321539896
1118404500.0,2526130966
1118404800.0,2593818620
1118405100.0,2752978853
1118405400.0,2814194680
1118405700.0,2992343081
1118406000.0,3173666982
1118406300.0,3341180231
1118406600.0,3407394513
1118406900.0,3670214482
1118407200.0,3935777330
1118407500.0,4241264882
1118407800.0,4333930459
1118408100.0,4490095761
1118408400.0,4882612395
1118408700.0,5123716777
1118409000.0,5298930152
1118409300.0,5357782878
1118409600.0,5505045389
1118409900.0,5888312971
1118410200.0,5892555784
1118410500.0,5820443013
1118410800.0,6215335985
1118411100.0,6274121273
1118411400.0,6312382164
1118411700.0,6374538244
1118412000.0,6660348813
1118412300.0,6641431955
1118412600.0,6609828870
1118412900.0,6831263840
1118413200.0,6665095835
1118413500.0,6681093278
1118413800.0,7161219511
1118414100.0,7216367263
1118414400.0,7328379352
1118414700.0,7093618160
1118415000.0,7175735362
1118415300.0,7105066143
1118415600.0,7059944528
1118415900.0,7121711560
1118416200.0,7014770596
1118416500.0,7096204519
1118416800.0,7141382597
1118417100.0,7229080634
1118417400.0,7193177064
1118417700.0,7071474496
1118418000.0,7194088600
1118418300.0,7576589234
1118418600.0,7408989290
1118418900.0,7678661971
1118419200.0,7834630215
1118419500.0,7370959030
1118419800.0,7318150571
1118420100.0,7469752652
1118420400.0,7746162961
1118420700.0,7886355518
1118421000.0,7612015066
1118421300.0,7137259440
1118421600.0,7132773697
1118421900.0,7193821917
1118422200.0,7211510400
1118422500.0,7128663629
1118422800.0,7069738888
1118423100.0,7142010595
1118423400.0,7213281444
1118423700.0,6969797823
1118424000.0,7124601978
1118424300.0,7198746826
1118424600.0,7357096643
1118424900.0,7073351637
1118425200.0,7263396368
1118425500.0,7167188567
1118425800.0,7291114092
1118426100.0,7227193574
1118426400.0,7098263797
1118426700.0,7221614939
1118427000.0,7047556709
1118427300.0,7213862213
1118427600.0,7547227997
1118427900.0,7296445756
1118428200.0,7594964896
1118428500.0,7467313784
1118428800.0,7670699204
1118429100.0,7354736725
1118429400.0,7439621985
1118429700.0,7108461553
1118430000.0,7222478079
1118430300.0,7277725884
1118430600.0,7366863545
1118430900.0,7190125656
1118431200.0,6981558018
1118431500.0,6694360441
1118431800.0,6536850166
1118432100.0,6619199661
1118432400.0,6635423463
1118432700.0,6647709844
1118433000.0,6762896734
1118433300.0,6854824139
1118433600.0,6947642975
1118433900.0,6663008221
1118434200.0,6537286261
1118434500.0,6483047475
1118434800.0,6472840100
1118435100.0,6252129676
1118435400.0,6401995790
1118435700.0,6145226547
1118436000.0,6441422541
1118436300.0,6319224765
1118436600.0,6178095948
1118436900.0,6171665169
1118437200.0,5899426084
1118437500.0,5969233951
1118437800.0,6028161493
1118438100.0,5978860867
1118438400.0,5880721056
1118438700.0,5807552030
1118439000.0,5634716674
1118439300.0,5634718365
1118439600.0,5790674768
1118439900.0,5651439379
1118440200.0,5860300455
1118440500.0,5672387515
1118440800.0,5507819886
1118441100.0,4928463181
1118441400.0,4711000366
1118441700.0,4704314374
1118442000.0,4707452791
1118442300.0,4690317670
1118442600.0,4510003029
1118442900.0,4330533200
1118443200.0,4323609025
1118443500.0,4188534101
1118443800.0,4134972671
1118444100.0,3965464695
1118444400.0,3931246431
1118444700.0,3844942762
1118445000.0,3763689345
1118445300.0,3771091228
1118445600.0,3746738288
1118445900.0,3640403561
1118446200.0,3626127872
1118446500.0,3638065266
1118446800.0,3653481482
1118447100.0,3505512950
1118447400.0,3741067650
1118447700.0,3572374282
1118448000.0,3300971478
1118448300.0,3539670849
1118448600.0,3400815684
1118448900.0,3673650311
1118449200.0,3576852997
1118449500.0,3387781712
1118449800.0,3325639964
1118450100.0,3359460179
1118450400.0,3344590841
1118450700.0,3474105463
1118451000.0,3421926127
1118451300.0,3291682772
1118451600.0,3354312184
1118451900.0,3345738761
1118452200.0,3365812206
1118452500.0,3327324225
1118452800.0,3319307271
1118453100.0,3268726569
1118453400.0,3332951671
1118453700.0,3252132002
1118454000.0,3171723079
1118454300.0,3282244163
1118454600.0,3320870705
1118454900.0,3247937628
1118455200.0,3245364037
1118455500.0,3242853537
1118455800.0,3225219803
1118456100.0,3354881967
1118456400.0,3413894510
1118456700.0,3186865278
1118457000.0,3196308549
1118457300.0,3157141500
1118457600.0,3079199893
1118457900.0,3055976401
1118458200.0,3092584565
1118458500.0,2951609327
1118458800.0,2848251380
1118459100.0,2832804341
1118459400.0,2799543031
1118459700.0,2919491085
1118460000.0,2808135924
1118460300.0,2704321077
1118460600.0,2658321567
1118460900.0,2578615686
1118461200.0,2634697508
1118461500.0,2624393064
1118461800.0,2525988858
1118462100.0,2476171330
1118462400.0,2390595282
1118462700.0,2484739279
1118463000.0,2695710859
1118463300.0,2578166117
1118463600.0,2513984597
1118463900.0,2467493914
1118464200.0,2350435050
1118464500.0,2254647132
1118464800.0,2280422910
1118465100.0,2224214945
1118465400.0,2135212368
1118465700.0,2094488164
1118466000.0,2046721478
1118466300.0,2038732499
1118466600.0,2130593879
1118466900.0,2027701976
1118467200.0,2127822530
1118467500.0,2061831534
1118467800.0,2032816494
1118468100.0,2130300695
1118468400.0,2065471359
1118468700.0,2126953582
1118469000.0,1886208466
1118469300.0,1824283113
1118469600.0,1820255174
1118469900.0,1824783535
1118470200.0,1898292031
1118470500.0,1802364928
1118470800.0,1794999212
1118471100.0,1854294935
1118471400.0,1739534530
1118471700.0,1741125717
1118472000.0,1796585360
1118472300.0,1807606957
1118472600.0,1743551604
1118472900.0,1717615931
1118473200.0,1728108046
1118473500.0,1673956882
1118473800.0,1739182249
1118474100.0,1687596705
1118474400.0,1682901916
1118474700.0,1705822143
1118475000.0,1584831787
1118475300.0,1620943693
1118475600.0,1695847640
1118475900.0,1619751135
1118476200.0,1555772102
1118476500.0,1617194691
1118476800.0,1601171718
1118477100.0,1583110782
1118477400.0,1554302278
1118477700.0,1547928046
1118478000.0,1657198527
1118478300.0,1606737377
1118478600.0,1518254882
1118478900.0,1546009136
1118479200.0,1651378127
1118479500.0,1623350615
1118479800.0,1564361591
1118480100.0,1550249061
1118480400.0,1536105232
1118480700.0,1575126137
1118481000.0,1606181939
1118481300.0,1591101981
1118481600.0,1508835857
1118481900.0,1514521919
1118482200.0,1469684286
1118482500.0,1538782688
1118482800.0,1536170664
1118483100.0,1527454960
1118483400.0,1497633723
1118483700.0,1531434008
1118484000.0,1505913504
1118484300.0,1568519099
1118484600.0,1543472996
1118484900.0,1422745932
1118485200.0,1416850982
1118485500.0,1409378024
1118485800.0,1469954083
1118486100.0,1566262544
1118486400.0,1550208987
1118486700.0,1532289969
1118487000.0,1528267983
1118487300.0,1570157518
1118487600.0,1564134882
1118487900.0,1612227686
1118488200.0,1554142278
1118488500.0,1480573935
1118488800.0,1412044638
1118489100.0,1451812298
1118489400.0,1467683517
1118489700.0,1553302458
1118490000.0,1639122262
1118490300.0,1543763046
1118490600.0,1509857059
1118490900.0,1565006225
1118491200.0,1537915071
1118491500.0,1597023976
1118491800.0,1603329870
1118492100.0,1549071197
1118492400.0,1570501021
1118492700.0,1682924861
1118493000.0,1768028772
1118493300.0,1936178324
1118493600.0,1887510549
1118493900.0,1753398470
1118494200.0,1836187955
1118494500.0,1830607006
1118494800.0,1866109181
1118495100.0,1969485843
1118495400.0,1928683814
1118495700.0,2010088760
1118496000.0,1961804036
1118496300.0,1998154113
1118496600.0,2058272773
1118496900.0,2175472819
1118497200.0,2213345800
1118497500.0,2112077889
1118497800.0,2210662170
1118498100.0,2238229710
1118498400.0,2351370910
1118498700.0,2350441186
1118499000.0,2557167234
1118499300.0,2404329627
1118499600.0,2315715655
1118499900.0,2352764776
1118500200.0,2478409016
1118500500.0,2607569613
1118500800.0,2557926021
1118501100.0,2602236841
1118501400.0,2658227184
1118501700.0,2632978330
