"_time",timestamp,"src_host",hoststate,pl,rta,rtmin,rtmax
"2015-02-18T15:35:28.000-0800",1424302528,"host40",UP,"0%","2.393","1.237","5.127"
"2015-02-18T15:36:29.000-0800",1424302589,"host40",UP,"0%","1.366","1.042","2.020"
"2015-02-18T15:37:35.000-0800",1424302655,"host40",UP,"0%","1.572","1.113","1.943"
"2015-02-18T15:38:40.000-0800",1424302720,"host40",UP,"0%","1.005","0.907","1.218"
"2015-02-18T15:39:42.000-0800",1424302782,"host40",UP,"0%","1.353","1.126","1.563"
"2015-02-18T15:40:43.000-0800",1424302843,"host40",UP,"0%","1.815","0.926","3.709"
"2015-02-18T15:41:44.000-0800",1424302904,"host40",UP,"0%","1.038","0.963","1.192"
"2015-02-18T15:42:45.000-0800",1424302965,"host40",UP,"0%","1.802","1.223","2.238"
"2015-02-18T15:43:46.000-0800",1424303026,"host40",UP,"0%","1.276","1.037","2.038"
"2015-02-18T15:44:47.000-0800",1424303087,"host40",UP,"0%","2.757","1.113","5.944"
"2015-02-18T15:45:48.000-0800",1424303148,"host40",UP,"0%","0.948","0.863","1.132"
"2015-02-18T15:46:49.000-0800",1424303209,"host40",UP,"0%","2.349","1.193","5.169"
"2015-02-18T15:47:51.000-0800",1424303271,"host40",UP,"0%","1.043","0.961","1.213"
"2015-02-18T15:48:54.000-0800",1424303334,"host40",UP,"0%","1.084","0.891","1.327"
"2015-02-18T15:49:55.000-0800",1424303395,"host40",UP,"0%","3.744","1.248","10.044"
"2015-02-18T15:50:56.000-0800",1424303456,"host40",UP,"0%","1.378","0.905","2.048"
"2015-02-18T15:51:57.000-0800",1424303517,"host40",UP,"0%","2.407","0.925","5.460"
"2015-02-18T15:52:58.000-0800",1424303578,"host40",UP,"0%","7.486","0.911","26.550"
"2015-02-18T15:53:59.000-0800",1424303639,"host40",UP,"0%","1.763","1.117","2.455"
"2015-02-18T15:55:00.000-0800",1424303700,"host40",UP,"0%","0.977","0.941","1.065"
"2015-02-18T15:56:01.000-0800",1424303761,"host40",UP,"0%","1.040","0.924","1.294"
"2015-02-18T15:57:02.000-0800",1424303822,"host40",UP,"0%","1.068","0.892","1.617"
"2015-02-18T15:58:03.000-0800",1424303883,"host40",UP,"0%","1.760","0.929","2.732"
"2015-02-18T15:59:04.000-0800",1424303944,"host40",UP,"0%","1.023","0.904","1.217"
"2015-02-18T16:00:05.000-0800",1424304005,"host40",UP,"0%","1.059","0.969","1.184"
"2015-02-18T16:01:07.000-0800",1424304067,"host40",UP,"0%","1.244","1.004","1.463"
"2015-02-18T16:02:08.000-0800",1424304128,"host40",UP,"0%","1.442","1.256","1.584"
"2015-02-18T16:03:09.000-0800",1424304189,"host40",UP,"0%","2.079","1.332","3.076"
"2015-02-18T16:04:10.000-0800",1424304250,"host40",UP,"0%","1.102","0.977","1.191"
"2015-02-18T16:05:13.000-0800",1424304313,"host40",UP,"0%","0.988","0.914","1.110"
"2015-02-18T16:06:16.000-0800",1424304376,"host40",UP,"0%","2.037","0.976","5.273"
"2015-02-18T16:07:17.000-0800",1424304437,"host40",UP,"0%","0.932","0.839","1.011"
"2015-02-18T16:08:18.000-0800",1424304498,"host40",UP,"0%","1.516","0.915","3.356"
"2015-02-18T16:09:19.000-0800",1424304559,"host40",UP,"0%","1.606","1.210","1.854"
"2015-02-18T16:10:20.000-0800",1424304620,"host40",UP,"0%","1.446","1.306","1.600"
"2015-02-18T16:11:22.000-0800",1424304682,"host40",UP,"0%","1.127","0.984","1.617"
"2015-02-18T16:12:25.000-0800",1424304745,"host40",UP,"0%","1.658","1.307","2.455"
"2015-02-18T16:13:27.000-0800",1424304807,"host40",UP,"0%","2.263","1.003","6.694"
"2015-02-18T16:14:28.000-0800",1424304868,"host40",UP,"0%","1.018","0.996","1.038"
"2015-02-18T16:15:29.000-0800",1424304929,"host40",UP,"0%","1.435","1.000","1.692"
"2015-02-18T16:16:34.000-0800",1424304994,"host40",UP,"0%","2.418","1.143","6.961"
"2015-02-18T16:17:36.000-0800",1424305056,"host40",UP,"0%","1.278","0.950","2.337"
"2015-02-18T16:18:40.000-0800",1424305120,"host40",UP,"0%","3.032","1.590","6.086"
"2015-02-18T16:19:43.000-0800",1424305183,"host40",UP,"0%","1.330","1.050","1.640"
"2015-02-18T16:20:44.000-0800",1424305244,"host40",UP,"0%","1.224","0.927","1.662"
"2015-02-18T16:21:45.000-0800",1424305305,"host40",UP,"0%","2.237","1.059","5.621"
"2015-02-18T16:22:46.000-0800",1424305366,"host40",UP,"0%","1.104","0.921","1.498"
"2015-02-18T16:23:47.000-0800",1424305427,"host40",UP,"0%","1.121","0.966","1.397"
"2015-02-18T16:24:48.000-0800",1424305488,"host40",UP,"0%","1.897","1.014","5.023"
"2015-02-18T16:25:49.000-0800",1424305549,"host40",UP,"0%","1.177","1.029","1.453"
"2015-02-18T16:26:50.000-0800",1424305610,"host40",UP,"0%","1.237","1.044","1.788"
"2015-02-18T16:27:51.000-0800",1424305671,"host40",UP,"0%","2.059","1.171","3.067"
"2015-02-18T16:28:53.000-0800",1424305733,"host40",UP,"0%","1.105","0.912","1.460"
"2015-02-18T16:29:54.000-0800",1424305794,"host40",UP,"0%","4.722","1.209","8.949"
"2015-02-18T16:30:57.000-0800",1424305857,"host40",UP,"0%","1.364","1.015","2.208"
"2015-02-18T16:31:58.000-0800",1424305918,"host40",UP,"0%","1.248","1.034","1.669"
"2015-02-18T16:32:59.000-0800",1424305979,"host40",UP,"0%","2.343","0.994","4.540"
"2015-02-18T16:34:00.000-0800",1424306040,"host40",UP,"0%","1.119","0.965","1.234"
"2015-02-18T16:35:01.000-0800",1424306101,"host40",UP,"0%","1.114","0.948","1.234"
"2015-02-18T16:36:02.000-0800",1424306162,"host40",UP,"0%","2.729","1.322","4.798"
"2015-02-18T16:37:04.000-0800",1424306224,"host40",UP,"0%","2.277","1.049","4.369"
"2015-02-18T16:38:05.000-0800",1424306285,"host40",UP,"0%","1.161","1.025","1.346"
"2015-02-18T16:39:07.000-0800",1424306347,"host40",UP,"0%","1.212","0.999","1.289"
"2015-02-18T16:40:08.000-0800",1424306408,"host40",UP,"0%","3.988","1.022","12.066"
"2015-02-18T16:41:09.000-0800",1424306469,"host40",UP,"0%","1.012","0.982","1.036"
"2015-02-18T16:42:10.000-0800",1424306530,"host40",UP,"0%","1.037","0.897","1.308"
"2015-02-18T16:43:12.000-0800",1424306592,"host40",UP,"0%","3.704","1.009","10.364"
"2015-02-18T16:44:16.000-0800",1424306656,"host40",UP,"0%","1.288","0.962","1.866"
"2015-02-18T16:45:17.000-0800",1424306717,"host40",UP,"0%","4.177","0.959","13.661"
"2015-02-18T16:46:18.000-0800",1424306778,"host40",UP,"0%","1.162","0.968","1.468"
"2015-02-18T16:47:19.000-0800",1424306839,"host40",UP,"0%","1.135","0.933","1.366"
"2015-02-18T16:48:20.000-0800",1424306900,"host40",UP,"0%","1.775","1.116","4.125"
"2015-02-18T16:49:21.000-0800",1424306961,"host40",UP,"0%","1.179","1.044","1.362"
"2015-02-18T16:50:22.000-0800",1424307022,"host40",UP,"0%","1.012","0.946","1.115"
"2015-02-18T16:51:27.000-0800",1424307087,"host40",UP,"20%","1.200","0.959","1.341"
"2015-02-18T16:52:30.000-0800",1424307150,"host40",UP,"0%","1.139","0.944","1.319"
"2015-02-18T16:53:36.000-0800",1424307216,"host40",UP,"0%","1.084","1.022","1.156"
"2015-02-18T16:54:37.000-0800",1424307277,"host40",UP,"0%","1.789","1.035","4.763"
"2015-02-18T16:55:38.000-0800",1424307338,"host40",UP,"0%","1.283","0.953","1.634"
"2015-02-18T16:56:39.000-0800",1424307399,"host40",UP,"0%","0.969","0.892","1.078"
"2015-02-18T16:57:40.000-0800",1424307460,"host40",UP,"0%","1.137","0.926","1.496"
"2015-02-18T16:58:44.000-0800",1424307524,"host40",UP,"0%","2.046","1.146","3.072"
"2015-02-18T16:59:46.000-0800",1424307586,"host40",UP,"0%","1.098","0.880","1.297"
"2015-02-18T17:00:47.000-0800",1424307647,"host40",UP,"0%","1.017","0.954","1.121"
"2015-02-18T17:01:48.000-0800",1424307708,"host40",UP,"0%","1.873","1.005","3.034"
"2015-02-18T17:02:49.000-0800",1424307769,"host40",UP,"0%","1.317","1.157","1.517"
"2015-02-18T17:03:50.000-0800",1424307830,"host40",UP,"0%","1.076","0.954","1.168"
"2015-02-18T17:04:52.000-0800",1424307892,"host40",UP,"0%","2.667","0.914","5.158"
"2015-02-18T17:05:53.000-0800",1424307953,"host40",UP,"0%","1.106","0.955","1.232"
"2015-02-18T17:06:54.000-0800",1424308014,"host40",UP,"0%","1.629","1.445","1.908"
"2015-02-18T17:07:55.000-0800",1424308075,"host40",UP,"0%","0.968","0.909","1.045"
"2015-02-18T17:08:56.000-0800",1424308136,"host40",UP,"0%","1.295","1.175","1.408"
"2015-02-18T17:09:57.000-0800",1424308197,"host40",UP,"0%","1.056","0.934","1.238"
"2015-02-18T17:10:58.000-0800",1424308258,"host40",UP,"0%","1.106","0.931","1.396"
"2015-02-18T17:11:59.000-0800",1424308319,"host40",UP,"0%","1.499","0.997","2.643"
"2015-02-18T17:13:00.000-0800",1424308380,"host40",UP,"0%","1.326","1.021","1.594"
"2015-02-18T17:14:01.000-0800",1424308441,"host40",UP,"0%","1.026","0.891","1.129"
"2015-02-18T17:15:02.000-0800",1424308502,"host40",UP,"0%","1.290","1.038","1.717"
"2015-02-18T17:16:03.000-0800",1424308563,"host40",UP,"0%","1.099","0.936","1.495"
"2015-02-18T17:17:04.000-0800",1424308624,"host40",UP,"0%","1.133","1.018","1.418"
"2015-02-18T17:18:07.000-0800",1424308687,"host40",UP,"0%","1.355","0.901","2.007"
"2015-02-18T17:19:08.000-0800",1424308748,"host40",UP,"0%","1.499","1.041","2.006"
"2015-02-18T17:20:09.000-0800",1424308809,"host40",UP,"0%","1.540","0.973","2.988"
"2015-02-18T17:21:10.000-0800",1424308870,"host40",UP,"0%","1.424","1.060","2.712"
"2015-02-18T17:22:14.000-0800",1424308934,"host40",UP,"0%","1.077","1.024","1.139"
"2015-02-18T17:23:16.000-0800",1424308996,"host40",UP,"0%","1.076","0.946","1.162"
"2015-02-18T17:24:17.000-0800",1424309057,"host40",UP,"0%","2.029","0.981","5.096"
"2015-02-18T17:25:18.000-0800",1424309118,"host40",UP,"0%","2.284","0.856","7.235"
"2015-02-18T17:26:19.000-0800",1424309179,"host40",UP,"0%","1.730","1.057","2.671"
"2015-02-18T17:27:20.000-0800",1424309240,"host40",UP,"0%","2.082","0.924","3.846"
"2015-02-18T17:28:21.000-0800",1424309301,"host40",UP,"0%","1.344","1.071","1.968"
"2015-02-18T17:29:22.000-0800",1424309362,"host40",UP,"0%","1.328","1.022","1.786"
"2015-02-18T17:30:23.000-0800",1424309423,"host40",UP,"0%","1.904","1.103","4.321"
"2015-02-18T17:31:24.000-0800",1424309484,"host40",UP,"0%","1.015","0.975","1.110"
"2015-02-18T17:32:25.000-0800",1424309545,"host40",UP,"0%","1.359","0.950","2.411"
"2015-02-18T17:33:27.000-0800",1424309607,"host40",UP,"0%","1.319","1.178","1.550"
"2015-02-18T17:34:29.000-0800",1424309669,"host40",UP,"0%","0.932","0.876","1.021"
"2015-02-18T17:35:30.000-0800",1424309730,"host40",UP,"0%","1.316","1.221","1.453"
"2015-02-18T17:36:35.000-0800",1424309795,"host40",UP,"0%","1.020","0.919","1.286"
"2015-02-18T17:37:37.000-0800",1424309857,"host40",UP,"0%","3.102","0.860","6.263"
"2015-02-18T17:38:38.000-0800",1424309918,"host40",UP,"0%","1.035","0.953","1.138"
"2015-02-18T17:39:39.000-0800",1424309979,"host40",UP,"0%","1.352","0.981","2.337"
"2015-02-18T17:40:40.000-0800",1424310040,"host40",UP,"0%","1.348","0.914","2.467"
"2015-02-18T17:41:44.000-0800",1424310104,"host40",UP,"0%","1.556","1.112","1.997"
"2015-02-18T17:42:46.000-0800",1424310166,"host40",UP,"0%","1.256","1.039","1.673"
"2015-02-18T17:43:47.000-0800",1424310227,"host40",UP,"0%","1.361","0.983","2.050"
"2015-02-18T17:44:48.000-0800",1424310288,"host40",UP,"0%","2.149","1.055","2.830"
"2015-02-18T17:45:49.000-0800",1424310349,"host40",UP,"0%","2.396","1.277","3.347"
"2015-02-18T17:46:50.000-0800",1424310410,"host40",UP,"0%","1.812","0.984","4.922"
"2015-02-18T17:47:52.000-0800",1424310472,"host40",UP,"0%","1.370","1.013","2.076"
"2015-02-18T17:48:53.000-0800",1424310533,"host40",UP,"0%","2.053","1.114","5.311"
"2015-02-18T17:49:55.000-0800",1424310595,"host40",UP,"0%","2.257","1.177","4.893"
"2015-02-18T17:50:56.000-0800",1424310656,"host40",UP,"0%","1.372","0.891","2.192"
"2015-02-18T17:51:57.000-0800",1424310717,"host40",UP,"0%","1.175","0.842","1.475"
"2015-02-18T17:52:58.000-0800",1424310778,"host40",UP,"0%","3.797","1.002","11.449"
"2015-02-18T17:53:59.000-0800",1424310839,"host40",UP,"0%","1.916","0.975","4.404"
"2015-02-18T17:55:00.000-0800",1424310900,"host40",UP,"0%","1.762","0.946","4.589"
"2015-02-18T17:56:01.000-0800",1424310961,"host40",UP,"0%","1.047","0.928","1.191"
"2015-02-18T17:57:02.000-0800",1424311022,"host40",UP,"0%","1.656","1.181","2.768"
"2015-02-18T17:58:03.000-0800",1424311083,"host40",UP,"0%","4.212","0.968","15.789"
"2015-02-18T17:59:04.000-0800",1424311144,"host40",UP,"0%","2.636","0.961","5.019"
"2015-02-18T18:00:05.000-0800",1424311205,"host40",UP,"0%","3.430","1.252","4.859"
"2015-02-18T18:01:06.000-0800",1424311266,"host40",UP,"0%","1.697","1.149","2.235"
"2015-02-18T18:02:09.000-0800",1424311329,"host40",UP,"0%","1.013","0.922","1.171"
"2015-02-18T18:03:10.000-0800",1424311390,"host40",UP,"0%","1.493","0.973","1.969"
"2015-02-18T18:04:12.000-0800",1424311452,"host40",UP,"0%","1.013","0.972","1.060"
"2015-02-18T18:05:15.000-0800",1424311515,"host40",UP,"0%","1.187","0.912","1.401"
"2015-02-18T18:06:17.000-0800",1424311577,"host40",UP,"0%","1.282","0.983","1.958"
"2015-02-18T18:07:18.000-0800",1424311638,"host40",UP,"0%","1.239","0.873","2.012"
"2015-02-18T18:08:19.000-0800",1424311699,"host40",UP,"0%","1.612","0.953","3.041"
"2015-02-18T18:09:20.000-0800",1424311760,"host40",UP,"0%","1.196","0.999","1.412"
"2015-02-18T18:10:21.000-0800",1424311821,"host40",UP,"0%","1.068","0.898","1.363"
"2015-02-18T18:11:22.000-0800",1424311882,"host40",UP,"0%","1.096","0.846","1.453"
"2015-02-18T18:12:24.000-0800",1424311944,"host40",UP,"0%","2.585","1.013","6.424"
"2015-02-18T18:13:27.000-0800",1424312007,"host40",UP,"0%","1.275","0.896","1.912"
"2015-02-18T18:14:29.000-0800",1424312069,"host40",UP,"0%","1.233","1.053","1.455"
"2015-02-18T18:15:30.000-0800",1424312130,"host40",UP,"0%","1.251","1.061","1.519"
"2015-02-18T18:16:36.000-0800",1424312196,"host40",UP,"0%","1.339","0.943","2.180"
"2015-02-18T18:17:37.000-0800",1424312257,"host40",UP,"0%","1.522","1.116","2.230"
"2015-02-18T18:18:38.000-0800",1424312318,"host40",UP,"0%","1.100","0.972","1.208"
"2015-02-18T18:19:39.000-0800",1424312379,"host40",UP,"0%","1.691","1.393","2.218"
"2015-02-18T18:20:40.000-0800",1424312440,"host40",UP,"0%","1.436","1.198","1.598"
"2015-02-18T18:21:44.000-0800",1424312504,"host40",UP,"0%","1.663","1.018","2.838"
"2015-02-18T18:22:47.000-0800",1424312567,"host40",UP,"0%","1.554","1.326","1.987"
"2015-02-18T18:23:52.000-0800",1424312632,"host40",UP,"20%","1.087","1.009","1.160"
"2015-02-18T18:24:53.000-0800",1424312693,"host40",UP,"0%","2.381","1.217","5.853"
"2015-02-18T18:25:54.000-0800",1424312754,"host40",UP,"0%","4.867","1.432","16.661"
"2015-02-18T18:26:56.000-0800",1424312816,"host40",UP,"0%","2.034","1.052","4.574"
"2015-02-18T18:27:57.000-0800",1424312877,"host40",UP,"0%","1.067","1.002","1.200"
"2015-02-18T18:28:58.000-0800",1424312938,"host40",UP,"0%","1.179","0.982","1.618"
"2015-02-18T18:29:59.000-0800",1424312999,"host40",UP,"0%","1.357","1.028","1.992"
"2015-02-18T18:31:00.000-0800",1424313060,"host40",UP,"0%","0.949","0.918","0.982"
"2015-02-18T18:32:01.000-0800",1424313121,"host40",UP,"0%","1.131","0.982","1.236"
"2015-02-18T18:33:02.000-0800",1424313182,"host40",UP,"0%","1.209","1.018","1.471"
"2015-02-18T18:34:03.000-0800",1424313243,"host40",UP,"0%","1.165","0.851","1.786"
"2015-02-18T18:35:04.000-0800",1424313304,"host40",UP,"0%","2.068","1.024","5.512"
"2015-02-18T18:36:05.000-0800",1424313365,"host40",UP,"0%","1.117","0.911","1.440"
"2015-02-18T18:37:06.000-0800",1424313426,"host40",UP,"0%","1.064","0.863","1.283"
"2015-02-18T18:38:07.000-0800",1424313487,"host40",UP,"0%","1.007","0.909","1.071"
"2015-02-18T18:39:08.000-0800",1424313548,"host40",UP,"0%","1.559","1.218","1.935"
"2015-02-18T18:40:10.000-0800",1424313610,"host40",UP,"0%","1.288","0.930","2.033"
"2015-02-18T18:41:11.000-0800",1424313671,"host40",UP,"0%","1.045","0.964","1.306"
"2015-02-18T18:42:15.000-0800",1424313735,"host40",UP,"0%","1.118","0.968","1.324"
"2015-02-18T18:43:16.000-0800",1424313796,"host40",UP,"0%","1.013","0.887","1.124"
"2015-02-18T18:44:17.000-0800",1424313857,"host40",UP,"0%","1.237","0.867","1.858"
"2015-02-18T18:45:18.000-0800",1424313918,"host40",UP,"0%","1.435","0.942","2.319"
"2015-02-18T18:46:19.000-0800",1424313979,"host40",UP,"0%","1.321","0.979","1.574"
"2015-02-18T18:47:20.000-0800",1424314040,"host40",UP,"0%","1.432","0.984","2.482"
"2015-02-18T18:48:21.000-0800",1424314101,"host40",UP,"0%","1.177","1.053","1.479"
"2015-02-18T18:49:22.000-0800",1424314162,"host40",UP,"0%","3.735","1.218","12.267"
"2015-02-18T18:50:27.000-0800",1424314227,"host40",UP,"20%","1.002","0.886","1.125"
"2015-02-18T18:51:29.000-0800",1424314289,"host40",UP,"0%","2.699","0.959","7.649"
"2015-02-18T18:52:30.000-0800",1424314350,"host40",UP,"0%","1.139","0.999","1.494"
"2015-02-18T18:53:36.000-0800",1424314416,"host40",UP,"0%","2.374","1.001","5.954"
"2015-02-18T18:54:38.000-0800",1424314478,"host40",UP,"0%","0.976","0.906","1.036"
"2015-02-18T18:55:39.000-0800",1424314539,"host40",UP,"0%","1.070","0.986","1.146"
"2015-02-18T18:56:40.000-0800",1424314600,"host40",UP,"0%","1.034","0.878","1.259"
"2015-02-18T18:57:44.000-0800",1424314664,"host40",UP,"0%","3.050","1.304","9.258"
"2015-02-18T18:58:46.000-0800",1424314726,"host40",UP,"0%","1.196","0.930","1.652"
"2015-02-18T18:59:50.000-0800",1424314790,"host40",UP,"20%","1.103","1.052","1.170"
"2015-02-18T19:00:52.000-0800",1424314852,"host40",UP,"0%","1.014","0.932","1.123"
"2015-02-18T19:01:53.000-0800",1424314913,"host40",UP,"0%","1.699","1.189","2.380"
"2015-02-18T19:02:54.000-0800",1424314974,"host40",UP,"0%","1.521","0.941","3.100"
"2015-02-18T19:03:56.000-0800",1424315036,"host40",UP,"0%","1.008","0.962","1.061"
"2015-02-18T19:04:57.000-0800",1424315097,"host40",UP,"0%","1.465","0.934","2.015"
"2015-02-18T19:05:58.000-0800",1424315158,"host40",UP,"0%","1.068","0.920","1.261"
"2015-02-18T19:06:59.000-0800",1424315219,"host40",UP,"0%","1.767","1.006","3.942"
"2015-02-18T19:08:00.000-0800",1424315280,"host40",UP,"0%","1.439","0.927","2.863"
"2015-02-18T19:09:01.000-0800",1424315341,"host40",UP,"0%","1.091","0.967","1.316"
"2015-02-18T19:10:02.000-0800",1424315402,"host40",UP,"0%","2.565","1.479","4.138"
"2015-02-18T19:11:03.000-0800",1424315463,"host40",UP,"0%","2.184","1.222","5.107"
"2015-02-18T19:12:04.000-0800",1424315524,"host40",UP,"0%","2.392","1.046","6.465"
"2015-02-18T19:13:05.000-0800",1424315585,"host40",UP,"0%","1.364","1.015","2.282"
"2015-02-18T19:14:06.000-0800",1424315646,"host40",UP,"0%","1.216","1.136","1.328"
