,customer_id,product_id,shop_id,quantity,price,distance
137,u1,p488,s2,2,2.245,985.8761995
138,u1,p489,s2,9,2.574,985.8761995
139,u1,p490,s2,1,2.155,985.8761995
140,u1,p497,s2,10,1.133,985.8761995
141,u1,p501,s2,10,1.041,985.8761995
142,u1,p505,s2,1,2.167,985.8761995
143,u1,p515,s2,1,1.091,985.8761995
144,u1,p521,s2,7,0.919,985.8761995
145,u1,p542,s2,4,1.454,985.8761995
146,u1,p544,s2,1,0.968,985.8761995
147,u1,p569,s2,3,17.989,985.8761995
148,u1,p707,s2,4,1.688,985.8761995
149,u1,p710,s2,16,0.987,985.8761995
150,u1,p848,s2,1,2.255,985.8761995
151,u1,p852,s2,1,1.944,985.8761995
152,u1,p853,s2,1,1.766,985.8761995
153,u1,p856,s2,2,1.599,985.8761995
154,u1,p857,s2,3,3.726,985.8761995
155,u1,p876,s2,1,3.82,985.8761995
156,u1,p877,s2,1,5.396,985.8761995
157,u1,p896,s2,1,2.628,985.8761995
158,u1,p911,s2,1,2.728,985.8761995
159,u1,p930,s2,12,2.558,985.8761995
160,u1,p932,s2,1,3.393,985.8761995
161,u1,p933,s2,1,2.847,985.8761995
162,u1,p935,s2,1,1.946,985.8761995
163,u1,p936,s2,1,2.465,985.8761995
164,u1,p937,s2,1,2.004,985.8761995
165,u1,p956,s2,1,3.226,985.8761995
166,u1,p976,s2,1,2.369,985.8761995
167,u1,p987,s2,1,1.493,985.8761995
168,u1,p988,s2,1,1.142,985.8761995
169,u1,p990,s2,1,7.351,985.8761995
170,u1,p991,s2,1,6.287,985.8761995
171,u1,p1004,s2,2,1.609,985.8761995
172,u1,p1007,s2,1,2.51,985.8761995
173,u1,p1010,s2,1,2.073,985.8761995
174,u1,p1011,s2,1,2.578,985.8761995
175,u1,p1111,s2,2,0.662,985.8761995
176,u1,p1115,s2,2,1.659,985.8761995
177,u1,p1117,s2,1,1.697,985.8761995
178,u1,p1125,s2,1,0.536,985.8761995
179,u1,p1126,s2,1,0.608,985.8761995
180,u1,p1127,s2,1,0.587,985.8761995
181,u1,p1139,s2,1,1.866,985.8761995
182,u1,p1152,s2,1,0.913,985.8761995
183,u1,p1165,s2,1,1.985,985.8761995
184,u1,p1174,s2,11,5.363,985.8761995
185,u1,p1189,s2,1,3.823,985.8761995
186,u1,p1192,s2,4,7.787,985.8761995
187,u1,p1231,s2,2,2.221,985.8761995
188,u1,p1234,s2,43,3.352,985.8761995
189,u1,p1236,s2,16,4.947,985.8761995
190,u1,p1237,s2,1,10.954,985.8761995
191,u1,p1238,s2,1,4.521,985.8761995
192,u1,p1240,s2,6,4.171,985.8761995
193,u1,p1241,s2,8,3.849,985.8761995
194,u1,p1245,s2,1,4.121,985.8761995
195,u1,p1246,s2,13,2.546,985.8761995
196,u1,p1249,s2,1,5.697,985.8761995
197,u1,p1251,s2,1,6.685,985.8761995
198,u1,p1252,s2,2,6.629,985.8761995
199,u1,p1256,s2,1,4.155,985.8761995
200,u1,p1259,s2,17,7.334,985.8761995
201,u1,p1260,s2,12,5.258,985.8761995
202,u1,p1263,s2,1,7.086,985.8761995
203,u1,p1276,s2,3,2.124,985.8761995
204,u1,p1278,s2,1,2.646,985.8761995
205,u1,p1324,s2,1,10.308,985.8761995
206,u1,p1337,s2,1,3.36,985.8761995
207,u1,p1572,s2,1,1.491,985.8761995
208,u1,p1595,s2,1,0.942,985.8761995
209,u1,p1602,s2,2,0.89,985.8761995
210,u1,p1603,s2,1,1.312,985.8761995
211,u1,p1615,s2,15,3.072,985.8761995
212,u1,p1633,s2,1,1.283,985.8761995
213,u1,p1634,s2,1,1.185,985.8761995
214,u1,p1635,s2,1,0.697,985.8761995
215,u1,p1638,s2,1,1.08,985.8761995
216,u1,p1645,s2,3,0.713,985.8761995
217,u1,p1647,s2,2,0.608,985.8761995
218,u1,p1654,s2,21,1.342,985.8761995
219,u1,p1660,s2,15,0.755,985.8761995
220,u1,p1664,s2,1,1.293,985.8761995
221,u1,p1665,s2,9,1.493,985.8761995
222,u1,p1669,s2,21,1.2,985.8761995
223,u1,p1674,s2,6,1.556,985.8761995
224,u1,p1677,s2,14,0.934,985.8761995
225,u1,p1685,s2,2,1.61,985.8761995
226,u1,p1686,s2,1,1.913,985.8761995
227,u1,p1689,s2,2,1.717,985.8761995
228,u1,p1698,s2,2,1.297,985.8761995
229,u1,p1700,s2,1,2.32,985.8761995
230,u1,p1702,s2,10,2.689,985.8761995
231,u1,p1703,s2,1,3.45,985.8761995
232,u1,p1705,s2,1,1.988,985.8761995
233,u1,p1706,s2,17,1.479,985.8761995
234,u1,p1707,s2,3,1.967,985.8761995
235,u1,p1710,s2,2,1.626,985.8761995
236,u1,p1711,s2,15,1.648,985.8761995
237,u1,p1713,s2,1,1.61,985.8761995
238,u1,p1716,s2,3,1.611,985.8761995
239,u1,p1718,s2,3,1.564,985.8761995
240,u1,p1726,s2,10,2.083,985.8761995
241,u1,p1727,s2,2,2.332,985.8761995
242,u1,p1728,s2,1,1.947,985.8761995
243,u1,p1729,s2,10,2.065,985.8761995
244,u1,p1730,s2,4,2.452,985.8761995
245,u1,p1735,s2,1,1.483,985.8761995
246,u1,p1736,s2,5,1.974,985.8761995
247,u1,p1745,s2,2,2.426,985.8761995
248,u1,p1746,s2,2,1.744,985.8761995
249,u1,p1749,s2,1,2.291,985.8761995
250,u1,p1752,s2,2,2.784,985.8761995
251,u1,p1760,s2,13,2.236,985.8761995
252,u1,p1761,s2,2,2.058,985.8761995
253,u1,p1764,s2,2,2.04,985.8761995
254,u1,p1797,s2,1,1.703,985.8761995
255,u1,p1803,s2,1,2.027,985.8761995
256,u1,p1804,s2,6,1.385,985.8761995
257,u1,p1805,s2,6,1.642,985.8761995
258,u1,p1807,s2,2,1.779,985.8761995
259,u1,p1808,s2,1,3.96,985.8761995
260,u1,p1911,s2,1,6.246,985.8761995
261,u1,p1912,s2,5,4.943,985.8761995
262,u1,p1913,s2,61,8.802,985.8761995
263,u1,p1915,s2,3,3.81,985.8761995
264,u1,p1917,s2,1,1.889,985.8761995
265,u1,p1918,s2,11,3.755,985.8761995
266,u1,p1919,s2,8,4.696,985.8761995
267,u1,p1922,s2,6,8.274,985.8761995
268,u1,p1924,s2,17,8.786,985.8761995
269,u1,p1925,s2,5,2.062,985.8761995
270,u1,p1930,s2,54,1.251,985.8761995
271,u1,p1932,s2,46,1.579,985.8761995
272,u1,p1934,s2,1,2.18,985.8761995
273,u1,p1954,s2,4,1.272,985.8761995
274,u1,p1956,s2,35,2.966,985.8761995
275,u1,p1960,s2,1,2.338,985.8761995
276,u1,p1962,s2,1,2.03,985.8761995
277,u1,p1967,s2,2,2.563,985.8761995
278,u1,p1968,s2,9,3.377,985.8761995
279,u1,p1969,s2,1,3.196,985.8761995
280,u1,p1972,s2,20,2.668,985.8761995
281,u1,p1974,s2,3,1.665,985.8761995
282,u1,p1975,s2,3,3.124,985.8761995
283,u1,p1976,s2,2,1.164,985.8761995
284,u1,p1979,s2,1,0.653,985.8761995
285,u1,p1980,s2,5,0.706,985.8761995
286,u1,p1981,s2,16,0.875,985.8761995
287,u1,p1982,s2,3,0.637,985.8761995
288,u1,p1983,s2,2,0.631,985.8761995
289,u1,p1984,s2,5,0.776,985.8761995
290,u1,p1985,s2,2,0.858,985.8761995
291,u1,p1988,s2,11,0.724,985.8761995
292,u1,p1990,s2,3,0.855,985.8761995
293,u1,p1993,s2,5,1.125,985.8761995
294,u1,p1996,s2,2,0.899,985.8761995
295,u1,p1997,s2,1,0.961,985.8761995
296,u1,p1999,s2,14,1.378,985.8761995
297,u1,p2001,s2,16,1.3,985.8761995
298,u1,p2002,s2,12,0.692,985.8761995
299,u1,p2004,s2,1,0.98,985.8761995
300,u1,p2006,s2,5,1.102,985.8761995
301,u1,p2007,s2,1,0.596,985.8761995
302,u1,p2009,s2,22,0.515,985.8761995
303,u1,p2010,s2,1,0.657,985.8761995
304,u1,p2011,s2,9,0.642,985.8761995
305,u1,p2012,s2,2,2.613,985.8761995
306,u1,p2013,s2,18,1.455,985.8761995
307,u1,p2014,s2,8,2.772,985.8761995
308,u1,p2019,s2,5,0.485,985.8761995
309,u1,p2022,s2,5,1.637,985.8761995
310,u1,p2023,s2,1,1.641,985.8761995
311,u1,p2025,s2,4,1.337,985.8761995
312,u1,p2026,s2,8,1.361,985.8761995
313,u1,p2027,s2,18,1.645,985.8761995
314,u1,p2028,s2,9,1.643,985.8761995
315,u1,p2030,s2,7,1.767,985.8761995
316,u1,p2031,s2,7,1.895,985.8761995
317,u1,p2033,s2,19,1.835,985.8761995
318,u1,p2037,s2,1,14.802,985.8761995
319,u1,p2039,s2,1,12.571,985.8761995
320,u1,p2042,s2,4,21.005,985.8761995
321,u1,p2050,s2,3,19.949,985.8761995
322,u1,p2052,s2,6,16.868,985.8761995
323,u1,p2054,s2,2,14.588,985.8761995
324,u1,p2096,s2,58,0.649,985.8761995
325,u1,p2097,s2,23,0.947,985.8761995
326,u1,p2098,s2,64,0.617,985.8761995
327,u1,p2099,s2,3,0.859,985.8761995
328,u1,p2100,s2,50,0.51,985.8761995
329,u1,p2113,s2,7,6.607,985.8761995
330,u1,p2114,s2,8,6.44,985.8761995
331,u1,p2258,s2,1,6.409,985.8761995
332,u1,p2267,s2,1,3.074,985.8761995
333,u1,p2269,s2,1,4.049,985.8761995
334,u1,p2354,s2,3,4.915,985.8761995
335,u1,p2355,s2,91,6.789,985.8761995
336,u1,p2357,s2,17,1.8,985.8761995
337,u1,p2358,s2,32,4.119,985.8761995
338,u1,p2646,s2,6,2.002,985.8761995
339,u1,p2649,s2,31,2.137,985.8761995
340,u1,p2651,s2,2,1.93,985.8761995
341,u1,p2657,s2,4,1.896,985.8761995
342,u1,p2658,s2,2,1.729,985.8761995
343,u1,p2659,s2,7,2.239,985.8761995
344,u1,p2660,s2,3,1.775,985.8761995
345,u1,p2661,s2,1,1.593,985.8761995
346,u1,p2662,s2,2,1.918,985.8761995
347,u1,p2663,s2,1,2.271,985.8761995
348,u1,p2665,s2,1,2.116,985.8761995
349,u1,p2737,s2,2,2.724,985.8761995
350,u1,p2771,s2,16,1.535,985.8761995
351,u1,p2772,s2,21,1.505,985.8761995
352,u1,p2774,s2,7,1.658,985.8761995
353,u1,p2777,s2,22,1.172,985.8761995
354,u1,p2778,s2,35,1.262,985.8761995
355,u1,p2779,s2,1,1.726,985.8761995
356,u1,p2780,s2,16,1.181,985.8761995
357,u1,p2781,s2,6,1.478,985.8761995
358,u1,p2782,s2,10,1.196,985.8761995
359,u1,p2783,s2,3,0.82,985.8761995
360,u1,p2785,s2,39,0.658,985.8761995
361,u1,p2786,s2,7,1.111,985.8761995
362,u1,p2787,s2,27,0.827,985.8761995
363,u1,p2788,s2,1,0.978,985.8761995
364,u1,p2789,s2,1,1.584,985.8761995
365,u1,p2790,s2,7,0.97,985.8761995
366,u1,p2791,s2,1,1.349,985.8761995
367,u1,p2792,s2,1,1.051,985.8761995
368,u1,p2793,s2,7,1.074,985.8761995
369,u1,p2794,s2,5,0.645,985.8761995
370,u1,p2795,s2,8,0.99,985.8761995
371,u1,p2797,s2,2,0.358,985.8761995
372,u1,p2802,s2,1,1.385,985.8761995
373,u1,p2807,s2,2,1.248,985.8761995
374,u1,p2811,s2,1,1.328,985.8761995
375,u1,p2824,s2,11,0.44,985.8761995
376,u1,p2831,s2,34,1.496,985.8761995
377,u1,p2835,s2,1,2.409,985.8761995
378,u1,p2836,s2,4,0.969,985.8761995
379,u1,p2848,s2,1,4.66,985.8761995
380,u1,p2850,s2,5,3.858,985.8761995
381,u1,p2852,s2,2,3.379,985.8761995
382,u1,p2857,s2,1,3.143,985.8761995
383,u1,p2874,s2,110,0.581,985.8761995
384,u1,p2877,s2,1,2.693,985.8761995
385,u1,p2898,s2,1,3.683,985.8761995
386,u1,p3002,s2,1,8.217,985.8761995
387,u1,p3041,s2,25,4.431,985.8761995
388,u1,p3044,s2,1,4.136,985.8761995
389,u1,p3049,s2,1,1.769,985.8761995
390,u1,p3055,s2,6,0.688,985.8761995
391,u1,p3056,s2,1,2.641,985.8761995
392,u1,p3059,s2,1,1.455,985.8761995
393,u1,p3062,s2,4,0.615,985.8761995
394,u1,p3063,s2,1,0.837,985.8761995
395,u1,p3065,s2,59,1.169,985.8761995
396,u1,p3066,s2,1,0.854,985.8761995
397,u1,p3067,s2,2,0.553,985.8761995
398,u1,p3070,s2,16,0.625,985.8761995
399,u1,p3071,s2,2,0.658,985.8761995
400,u1,p3077,s2,2,0.825,985.8761995
401,u1,p3087,s2,1,2.744,985.8761995
402,u1,p3108,s2,3,1.411,985.8761995
403,u1,p3109,s2,2,1.08,985.8761995
404,u1,p3113,s2,2,1.382,985.8761995
405,u1,p3114,s2,4,1.3,985.8761995
406,u1,p3116,s2,1,1.323,985.8761995
407,u1,p3118,s2,1,3.274,985.8761995
408,u1,p3122,s2,7,2.349,985.8761995
409,u1,p3123,s2,1,3.489,985.8761995
410,u1,p3128,s2,1,3.109,985.8761995
411,u1,p3131,s2,2,3.116,985.8761995
412,u1,p3132,s2,1,2.099,985.8761995
413,u1,p3133,s2,1,1.089,985.8761995
414,u1,p3134,s2,1,1.476,985.8761995
415,u1,p3141,s2,3,1.125,985.8761995
416,u1,p3142,s2,4,0.721,985.8761995
417,u1,p3144,s2,1,2.106,985.8761995
418,u1,p3145,s2,2,2.04,985.8761995
419,u1,p3147,s2,4,1.305,985.8761995
420,u1,p3149,s2,1,1.821,985.8761995
421,u1,p3150,s2,2,1.3,985.8761995
422,u1,p3151,s2,1,1.325,985.8761995
423,u1,p3163,s2,7,3.597,985.8761995
424,u1,p3173,s2,3,1.558,985.8761995
425,u1,p3175,s2,17,0.206,985.8761995
426,u1,p3185,s2,1,3.776,985.8761995
427,u1,p3188,s2,1,2.257,985.8761995
428,u1,p3192,s2,3,1.548,985.8761995
429,u1,p3193,s2,10,1.748,985.8761995
430,u1,p3216,s2,1,1.487,985.8761995
431,u1,p3222,s2,2,0.479,985.8761995
432,u1,p3227,s2,1,1.083,985.8761995
433,u1,p3291,s2,6,3.137,985.8761995
434,u1,p3293,s2,3,3.586,985.8761995
435,u1,p3295,s2,1,3.092,985.8761995
436,u1,p3307,s2,1,1.322,985.8761995
437,u1,p3312,s2,2,3.456,985.8761995
438,u1,p3314,s2,1,2.325,985.8761995
439,u1,p3315,s2,4,5.204,985.8761995
440,u1,p3316,s2,2,3.418,985.8761995
441,u1,p3330,s2,3,0.917,985.8761995
442,u1,p3336,s2,2,3.933,985.8761995
443,u1,p3337,s2,8,2.134,985.8761995
444,u1,p3338,s2,1,2.365,985.8761995
445,u1,p3361,s2,1,5.717,985.8761995
446,u1,p3369,s2,13,1.436,985.8761995
447,u1,p3370,s2,1,1.526,985.8761995
448,u1,p3388,s2,1,2.484,985.8761995
449,u1,p3389,s2,1,2.417,985.8761995
450,u1,p3392,s2,1,2.316,985.8761995
451,u1,p3492,s2,2,6.891,985.8761995
452,u1,p3499,s2,2,5.778,985.8761995
453,u1,p3507,s2,100,1.148,985.8761995
454,u1,p3508,s2,35,1.245,985.8761995
455,u1,p3510,s2,1,2.312,985.8761995
456,u1,p3512,s2,1,1.514,985.8761995
457,u1,p3513,s2,2,1.637,985.8761995
458,u1,p3515,s2,2,3.56,985.8761995
459,u1,p3522,s2,1,0.626,985.8761995
460,u1,p3523,s2,1,1.211,985.8761995
461,u1,p3524,s2,1,5.586,985.8761995
462,u1,p3528,s2,1,0.575,985.8761995
463,u1,p3529,s2,2,0.898,985.8761995
464,u1,p3531,s2,1,3.486,985.8761995
465,u1,p3539,s2,1,15.11,985.8761995
466,u1,p3542,s2,2,2.19,985.8761995
467,u1,p3543,s2,1,2.181,985.8761995
468,u1,p3547,s2,2,1.094,985.8761995
469,u1,p3550,s2,2,1.257,985.8761995
470,u1,p3551,s2,14,1.313,985.8761995
471,u1,p3553,s2,7,1.496,985.8761995
472,u1,p3554,s2,20,1.245,985.8761995
473,u1,p3560,s2,3,0.923,985.8761995
474,u1,p3561,s2,5,0.921,985.8761995
475,u1,p3631,s2,14,1.5,985.8761995
476,u1,p3632,s2,1,1.265,985.8761995
477,u1,p3635,s2,1,1.477,985.8761995
478,u1,p3636,s2,1,1.192,985.8761995
479,u1,p3638,s2,1,1.405,985.8761995
480,u1,p3644,s2,1,2.233,985.8761995
481,u1,p3652,s2,1,1.22,985.8761995
482,u1,p3656,s2,2,2.802,985.8761995
483,u1,p3664,s2,7,2.974,985.8761995
484,u1,p3665,s2,1,3.172,985.8761995
485,u1,p3668,s2,1,2.143,985.8761995
486,u1,p3670,s2,2,5.401,985.8761995
487,u1,p3671,s2,1,4.413,985.8761995
488,u1,p3680,s2,1,3.61,985.8761995
489,u1,p3686,s2,5,0.443,985.8761995
490,u1,p3687,s2,4,0.515,985.8761995
491,u1,p3690,s2,1,1.203,985.8761995
492,u1,p3693,s2,1,0.723,985.8761995
493,u1,p3694,s2,1,1.48,985.8761995
494,u1,p3695,s2,4,0.825,985.8761995
495,u1,p3697,s2,6,1.663,985.8761995
496,u1,p3699,s2,3,1.342,985.8761995
497,u1,p3706,s2,1,1.526,985.8761995
498,u1,p3709,s2,1,1.164,985.8761995
499,u1,p3723,s2,2,1.254,985.8761995
500,u1,p3837,s2,1,2.565,985.8761995
501,u1,p3839,s2,3,2.195,985.8761995
502,u1,p3840,s2,5,2.13,985.8761995
503,u1,p3841,s2,1,3.073,985.8761995
504,u1,p3842,s2,2,3.293,985.8761995
505,u1,p3847,s2,1,3.222,985.8761995
506,u1,p3848,s2,1,2.346,985.8761995
507,u1,p3855,s2,2,4.061,985.8761995
508,u1,p3856,s2,7,4.027,985.8761995
509,u1,p3857,s2,1,3.772,985.8761995
510,u1,p3858,s2,3,2.623,985.8761995
511,u1,p3859,s2,2,3.122,985.8761995
512,u1,p3875,s2,4,6.416,985.8761995
513,u1,p3876,s2,29,4.693,985.8761995
514,u1,p3879,s2,2,3.083,985.8761995
515,u1,p3880,s2,4,2.967,985.8761995
516,u1,p3881,s2,2,2.928,985.8761995
517,u1,p3882,s2,6,2.548,985.8761995
518,u1,p3883,s2,4,2.319,985.8761995
519,u1,p3884,s2,8,1.618,985.8761995
520,u1,p3886,s2,10,1.853,985.8761995
521,u1,p3887,s2,8,1.797,985.8761995
522,u1,p3890,s2,3,2.083,985.8761995
523,u1,p3895,s2,4,2.028,985.8761995
524,u1,p3896,s2,16,1.245,985.8761995
525,u1,p3897,s2,2,1.959,985.8761995
526,u1,p3898,s2,2,1.927,985.8761995
527,u1,p3899,s2,1,3.742,985.8761995
528,u1,p3901,s2,3,3.884,985.8761995
529,u1,p3902,s2,1,2.216,985.8761995
530,u1,p4420,s2,1,2.614,985.8761995
531,u2,p112,s1,4,0.334,1115.34326459
532,u2,p133,s1,1,1.048,1115.34326459
533,u2,p178,s1,2,2.079,1115.34326459
534,u2,p196,s1,2,0.699,1115.34326459
535,u2,p326,s1,2,0.465,1115.34326459
536,u2,p359,s1,1,1.032,1115.34326459
537,u2,p383,s1,1,5.444,1115.34326459
538,u2,p390,s1,1,1.738,1115.34326459
539,u2,p406,s1,2,2.017,1115.34326459
540,u2,p495,s1,2,6.256,1115.34326459
541,u2,p502,s1,2,1.462,1115.34326459
542,u2,p521,s1,1,0.919,1115.34326459
543,u2,p987,s1,2,1.493,1115.34326459
544,u2,p988,s1,1,1.142,1115.34326459
545,u2,p1115,s1,1,1.659,1115.34326459
546,u2,p1117,s1,1,1.697,1115.34326459
547,u2,p1139,s1,2,1.866,1115.34326459
548,u2,p1240,s1,1,4.171,1115.34326459
549,u2,p1276,s1,2,2.124,1115.34326459
550,u2,p1572,s1,1,1.491,1115.34326459
551,u2,p1647,s1,4,0.608,1115.34326459
552,u2,p1665,s1,2,1.493,1115.34326459
553,u2,p1686,s1,1,1.913,1115.34326459
554,u2,p1807,s1,1,1.779,1115.34326459
555,u2,p1956,s1,1,2.966,1115.34326459
556,u2,p1968,s1,1,3.377,1115.34326459
557,u2,p1975,s1,1,3.124,1115.34326459
558,u2,p2039,s1,1,12.571,1115.34326459
559,u2,p2040,s1,1,23.065,1115.34326459
560,u2,p2649,s1,1,2.137,1115.34326459
561,u2,p2737,s1,1,2.724,1115.34326459
562,u2,p2797,s1,1,0.358,1115.34326459
563,u2,p2818,s1,1,1.001,1115.34326459
564,u2,p2857,s1,2,3.143,1115.34326459
565,u2,p3041,s1,3,4.431,1115.34326459
566,u2,p3055,s1,1,0.688,1115.34326459
567,u2,p3062,s1,1,0.615,1115.34326459
568,u2,p3065,s1,3,1.169,1115.34326459
569,u2,p3070,s1,1,0.625,1115.34326459
570,u2,p3222,s1,1,0.479,1115.34326459
571,u2,p3227,s1,1,1.083,1115.34326459
572,u2,p3291,s1,1,3.137,1115.34326459
573,u2,p3312,s1,1,3.456,1115.34326459
574,u2,p3314,s1,3,2.325,1115.34326459
575,u2,p3515,s1,2,3.56,1115.34326459
576,u2,p3526,s1,9,2.002,1115.34326459
577,u2,p3554,s1,1,1.245,1115.34326459
578,u2,p3680,s1,1,3.61,1115.34326459
579,u2,p3687,s1,1,0.515,1115.34326459
580,u2,p3841,s1,1,3.073,1115.34326459
